student_dim_id,sis_user_id,student_label,grade_level,attendance_category,course_id,course_name,course_track,section_id,section_label,teacher_id,teacher_label,assignment_01_score,assignment_02_score,observed_growth_delta,modeled_assignment_02_growth_delta,posterior_readiness_after_assignment_02,assignment_02_generation_mode,academic_profile_status
102,SYN-SIS-000102,Synthetic Student 102,12,high,MATH-AP-PRECALC,AP Precalculus,ap,SEC-019,AP Precalculus - Synthetic Section 19,TCH-004,Teacher 04,16.53,27.43,10.9,10.9,31.9232,growth_from_assignment_01,updated_assignment_02
199,SYN-SIS-000199,Synthetic Student 199,12,normal,MATH-AP-PRECALC,AP Precalculus,ap,SEC-018,AP Precalculus - Synthetic Section 18,TCH-004,Teacher 04,37.67,42.1,4.43,4.43,44.3168,growth_from_assignment_01,updated_assignment_02
284,SYN-SIS-000284,Synthetic Student 284,12,high,MATH-AP-PRECALC,AP Precalculus,ap,SEC-017,AP Precalculus - Synthetic Section 17,TCH-004,Teacher 04,54.19,60.51,6.32,6.32,59.8701,growth_from_assignment_01,updated_assignment_02
44,SYN-SIS-000044,Synthetic Student 044,12,high,MATH-PRECALC,Precalculus,regular,SEC-015,Precalculus - Synthetic Section 15,TCH-003,Teacher 03,36.28,45.38,9.1,9.1,46.1568,growth_from_assignment_01,updated_assignment_02
104,SYN-SIS-000104,Synthetic Student 104,12,normal,MATH-PRECALC,Precalculus,regular,SEC-016,Precalculus - Synthetic Section 16,TCH-004,Teacher 04,70.51,0,,,,absent_no_update,initialized_assignment_01
106,SYN-SIS-000106,Synthetic Student 106,12,normal,MATH-PRECALC,Precalculus,regular,SEC-015,Precalculus - Synthetic Section 15,TCH-003,Teacher 03,49.85,55.7,5.85,5.85,54.8754,growth_from_assignment_01,updated_assignment_02
124,SYN-SIS-000124,Synthetic Student 124,12,normal,MATH-PRECALC,Precalculus,regular,SEC-015,Precalculus - Synthetic Section 15,TCH-003,Teacher 03,62.26,63.93,1.67,1.67,61.8283,growth_from_assignment_01,updated_assignment_02
243,SYN-SIS-000243,Synthetic Student 243,12,normal,MATH-PRECALC,Precalculus,regular,SEC-016,Precalculus - Synthetic Section 16,TCH-004,Teacher 04,83.4,83.37,-0.0300000000000011,-0.03,78.2518,growth_from_assignment_01,updated_assignment_02
250,SYN-SIS-000250,Synthetic Student 250,12,high,MATH-PRECALC,Precalculus,regular,SEC-015,Precalculus - Synthetic Section 15,TCH-003,Teacher 03,95.45,95.18,-0.269999999999996,-0.27,88.2292,growth_from_assignment_01,updated_assignment_02
287,SYN-SIS-000287,Synthetic Student 287,12,high,MATH-PRECALC,Precalculus,regular,SEC-016,Precalculus - Synthetic Section 16,TCH-004,Teacher 04,81.87,73.46,-8.41000000000001,-8.41,69.8795,growth_from_assignment_01,updated_assignment_02
17,SYN-SIS-000017,Synthetic Student 017,9,normal,MATH-ALG1,Algebra 1,regular,SEC-001,Algebra 1 - Synthetic Section 01,TCH-001,Teacher 01,19.36,34.27,14.91,14.91,35.935,growth_from_assignment_01,updated_assignment_02
35,SYN-SIS-000035,Synthetic Student 035,9,high,MATH-ALG1,Algebra 1,regular,SEC-001,Algebra 1 - Synthetic Section 01,TCH-001,Teacher 01,26.77,33.36,6.59,6.59,35.1662,growth_from_assignment_01,updated_assignment_02
46,SYN-SIS-000046,Synthetic Student 046,9,normal,MATH-ALG1,Algebra 1,regular,SEC-001,Algebra 1 - Synthetic Section 01,TCH-001,Teacher 01,46.85,48.99,2.14,2.14,48.3709,growth_from_assignment_01,updated_assignment_02
50,SYN-SIS-000050,Synthetic Student 050,9,high,MATH-ALG1,Algebra 1,regular,SEC-002,Algebra 1 - Synthetic Section 02,TCH-001,Teacher 01,36.23,49.07,12.84,12.84,48.4384,growth_from_assignment_01,updated_assignment_02
65,SYN-SIS-000065,Synthetic Student 065,9,high,MATH-ALG1,Algebra 1,regular,SEC-002,Algebra 1 - Synthetic Section 02,TCH-001,Teacher 01,13.44,26.77,13.33,13.33,29.5988,growth_from_assignment_01,updated_assignment_02
81,SYN-SIS-000081,Synthetic Student 081,9,normal,MATH-ALG1,Algebra 1,regular,SEC-001,Algebra 1 - Synthetic Section 01,TCH-001,Teacher 01,32.12,40.52,8.40000000000001,8.4,41.2152,growth_from_assignment_01,updated_assignment_02
86,SYN-SIS-000086,Synthetic Student 086,9,high,MATH-ALG1,Algebra 1,regular,SEC-002,Algebra 1 - Synthetic Section 02,TCH-001,Teacher 01,8.2,20.43,12.23,12.23,24.2426,growth_from_assignment_01,updated_assignment_02
100,SYN-SIS-000100,Synthetic Student 100,9,high,MATH-ALG1,Algebra 1,regular,SEC-001,Algebra 1 - Synthetic Section 01,TCH-001,Teacher 01,22.94,34.65,11.71,11.71,36.256,growth_from_assignment_01,updated_assignment_02
113,SYN-SIS-000113,Synthetic Student 113,9,normal,MATH-ALG1,Algebra 1,regular,SEC-001,Algebra 1 - Synthetic Section 01,TCH-001,Teacher 01,65.1,70.7,5.60000000000001,5.6,66.7121,growth_from_assignment_01,updated_assignment_02
142,SYN-SIS-000142,Synthetic Student 142,9,high,MATH-ALG1,Algebra 1,regular,SEC-001,Algebra 1 - Synthetic Section 01,TCH-001,Teacher 01,54.67,61.54,6.87,6.87,58.9734,growth_from_assignment_01,updated_assignment_02
171,SYN-SIS-000171,Synthetic Student 171,9,at_risk,MATH-ALG1,Algebra 1,regular,SEC-002,Algebra 1 - Synthetic Section 02,TCH-001,Teacher 01,38.43,45.09,6.66,6.66,45.076,growth_from_assignment_01,updated_assignment_02
172,SYN-SIS-000172,Synthetic Student 172,9,at_risk,MATH-ALG1,Algebra 1,regular,SEC-001,Algebra 1 - Synthetic Section 01,TCH-001,Teacher 01,51.42,0,,,,absent_no_update,initialized_assignment_01
204,SYN-SIS-000204,Synthetic Student 204,9,at_risk,MATH-ALG1,Algebra 1,regular,SEC-002,Algebra 1 - Synthetic Section 02,TCH-001,Teacher 01,27.88,34.02,6.14,6.14,35.7238,growth_from_assignment_01,updated_assignment_02
205,SYN-SIS-000205,Synthetic Student 205,9,normal,MATH-ALG1,Algebra 1,regular,SEC-002,Algebra 1 - Synthetic Section 02,TCH-001,Teacher 01,33.26,39.27,6.01000000000001,6.01,40.1591,growth_from_assignment_01,updated_assignment_02
221,SYN-SIS-000221,Synthetic Student 221,9,normal,MATH-ALG1,Algebra 1,regular,SEC-002,Algebra 1 - Synthetic Section 02,TCH-001,Teacher 01,24.58,39.11,14.53,14.53,40.024,growth_from_assignment_01,updated_assignment_02
225,SYN-SIS-000225,Synthetic Student 225,9,normal,MATH-ALG1,Algebra 1,regular,SEC-001,Algebra 1 - Synthetic Section 01,TCH-001,Teacher 01,48.26,48.47,0.210000000000001,0.21,47.9316,growth_from_assignment_01,updated_assignment_02
231,SYN-SIS-000231,Synthetic Student 231,9,normal,MATH-ALG1,Algebra 1,regular,SEC-002,Algebra 1 - Synthetic Section 02,TCH-001,Teacher 01,26.66,39.47,12.81,12.81,40.3281,growth_from_assignment_01,updated_assignment_02
263,SYN-SIS-000263,Synthetic Student 263,9,high,MATH-ALG1,Algebra 1,regular,SEC-002,Algebra 1 - Synthetic Section 02,TCH-001,Teacher 01,48.3,48.9,0.600000000000001,0.6,48.2948,growth_from_assignment_01,updated_assignment_02
279,SYN-SIS-000279,Synthetic Student 279,9,high,MATH-ALG1,Algebra 1,regular,SEC-001,Algebra 1 - Synthetic Section 01,TCH-001,Teacher 01,21.59,32.21,10.62,10.62,34.1947,growth_from_assignment_01,updated_assignment_02
1,SYN-SIS-000001,Synthetic Student 001,9,high,MATH-ALG2-H,Honors Algebra 2,honors,SEC-013,Honors Algebra 2 - Synthetic Section 13,TCH-003,Teacher 03,40.96,51.58,10.62,10.62,51.1797,growth_from_assignment_01,updated_assignment_02
16,SYN-SIS-000016,Synthetic Student 016,9,normal,MATH-ALG2-H,Honors Algebra 2,honors,SEC-014,Honors Algebra 2 - Synthetic Section 14,TCH-003,Teacher 03,0,68.17,,,65.1953,first_evidence_assignment_02,initialized_assignment_02
31,SYN-SIS-000031,Synthetic Student 031,9,at_risk,MATH-ALG2-H,Honors Algebra 2,honors,SEC-011,Honors Algebra 2 - Synthetic Section 11,TCH-003,Teacher 03,0,52.68,,,52.109,first_evidence_assignment_02,initialized_assignment_02
45,SYN-SIS-000045,Synthetic Student 045,9,normal,MATH-ALG2-H,Honors Algebra 2,honors,SEC-011,Honors Algebra 2 - Synthetic Section 11,TCH-003,Teacher 03,29.9,41.14,11.24,11.24,42.3597,growth_from_assignment_01,updated_assignment_02
55,SYN-SIS-000055,Synthetic Student 055,9,at_risk,MATH-ALG2-H,Honors Algebra 2,honors,SEC-012,Honors Algebra 2 - Synthetic Section 12,TCH-003,Teacher 03,12.49,27.1,14.61,14.61,30.4983,growth_from_assignment_01,updated_assignment_02
57,SYN-SIS-000057,Synthetic Student 057,9,high,MATH-ALG2-H,Honors Algebra 2,honors,SEC-013,Honors Algebra 2 - Synthetic Section 13,TCH-003,Teacher 03,9.23,27.65,18.42,18.42,30.9629,growth_from_assignment_01,updated_assignment_02
92,SYN-SIS-000092,Synthetic Student 092,9,normal,MATH-ALG2-H,Honors Algebra 2,honors,SEC-011,Honors Algebra 2 - Synthetic Section 11,TCH-003,Teacher 03,0,81.36,,,76.3386,first_evidence_assignment_02,initialized_assignment_02
112,SYN-SIS-000112,Synthetic Student 112,9,high,MATH-ALG2-H,Honors Algebra 2,honors,SEC-013,Honors Algebra 2 - Synthetic Section 13,TCH-003,Teacher 03,72.04,72.21,0.169999999999987,0.17,68.6084,growth_from_assignment_01,updated_assignment_02
127,SYN-SIS-000127,Synthetic Student 127,9,normal,MATH-ALG2-H,Honors Algebra 2,honors,SEC-012,Honors Algebra 2 - Synthetic Section 12,TCH-003,Teacher 03,38.22,48.08,9.86,9.86,48.2228,growth_from_assignment_01,updated_assignment_02
160,SYN-SIS-000160,Synthetic Student 160,9,normal,MATH-ALG2-H,Honors Algebra 2,honors,SEC-014,Honors Algebra 2 - Synthetic Section 14,TCH-003,Teacher 03,7.73,28.84,21.11,21.11,31.9683,growth_from_assignment_01,updated_assignment_02
173,SYN-SIS-000173,Synthetic Student 173,9,normal,MATH-ALG2-H,Honors Algebra 2,honors,SEC-012,Honors Algebra 2 - Synthetic Section 12,TCH-003,Teacher 03,8.68,27.64,18.96,18.96,30.9545,growth_from_assignment_01,updated_assignment_02
177,SYN-SIS-000177,Synthetic Student 177,9,high,MATH-ALG2-H,Honors Algebra 2,honors,SEC-014,Honors Algebra 2 - Synthetic Section 14,TCH-003,Teacher 03,65.46,74.56,9.10000000000001,9.1,70.5938,growth_from_assignment_01,updated_assignment_02
196,SYN-SIS-000196,Synthetic Student 196,9,at_risk,MATH-ALG2-H,Honors Algebra 2,honors,SEC-013,Honors Algebra 2 - Synthetic Section 13,TCH-003,Teacher 03,0,59.59,,,57.9467,first_evidence_assignment_02,initialized_assignment_02
236,SYN-SIS-000236,Synthetic Student 236,9,high,MATH-ALG2-H,Honors Algebra 2,honors,SEC-013,Honors Algebra 2 - Synthetic Section 13,TCH-003,Teacher 03,11.03,24.46,13.43,13.43,28.2679,growth_from_assignment_01,updated_assignment_02
251,SYN-SIS-000251,Synthetic Student 251,9,normal,MATH-ALG2-H,Honors Algebra 2,honors,SEC-011,Honors Algebra 2 - Synthetic Section 11,TCH-003,Teacher 03,68.61,71.91,3.3,3.3,68.355,growth_from_assignment_01,updated_assignment_02
271,SYN-SIS-000271,Synthetic Student 271,9,normal,MATH-ALG2-H,Honors Algebra 2,honors,SEC-012,Honors Algebra 2 - Synthetic Section 12,TCH-003,Teacher 03,20.27,31.69,11.42,11.42,34.376,growth_from_assignment_01,updated_assignment_02
274,SYN-SIS-000274,Synthetic Student 274,9,high,MATH-ALG2-H,Honors Algebra 2,honors,SEC-013,Honors Algebra 2 - Synthetic Section 13,TCH-003,Teacher 03,36.15,45.66,9.51,9.51,46.1783,growth_from_assignment_01,updated_assignment_02
281,SYN-SIS-000281,Synthetic Student 281,9,high,MATH-ALG2-H,Honors Algebra 2,honors,SEC-011,Honors Algebra 2 - Synthetic Section 11,TCH-003,Teacher 03,0,41.99,,,43.0778,first_evidence_assignment_02,initialized_assignment_02
11,SYN-SIS-000011,Synthetic Student 011,9,normal,MATH-AP-PRECALC,AP Precalculus,ap,SEC-019,AP Precalculus - Synthetic Section 19,TCH-004,Teacher 04,49.94,56.99,7.05,7.05,56.0605,growth_from_assignment_01,updated_assignment_02
51,SYN-SIS-000051,Synthetic Student 051,9,high,MATH-AP-PRECALC,AP Precalculus,ap,SEC-018,AP Precalculus - Synthetic Section 18,TCH-004,Teacher 04,34.23,48.55,14.32,14.32,48.9302,growth_from_assignment_01,updated_assignment_02
53,SYN-SIS-000053,Synthetic Student 053,9,high,MATH-AP-PRECALC,AP Precalculus,ap,SEC-019,AP Precalculus - Synthetic Section 19,TCH-004,Teacher 04,64.26,64.08,-0.180000000000007,-0.18,62.0503,growth_from_assignment_01,updated_assignment_02
12,SYN-SIS-000012,Synthetic Student 012,9,normal,MATH-GEOM,Geometry,regular,SEC-008,Geometry - Synthetic Section 08,TCH-002,Teacher 02,38.58,37.66,-0.920000000000002,-0.92,38.799,growth_from_assignment_01,updated_assignment_02
19,SYN-SIS-000019,Synthetic Student 019,9,high,MATH-GEOM,Geometry,regular,SEC-005,Geometry - Synthetic Section 05,TCH-001,Teacher 01,17.4,33.09,15.69,15.69,34.9381,growth_from_assignment_01,updated_assignment_02
22,SYN-SIS-000022,Synthetic Student 022,9,high,MATH-GEOM,Geometry,regular,SEC-005,Geometry - Synthetic Section 05,TCH-001,Teacher 01,21.86,43.74,21.88,21.88,43.9355,growth_from_assignment_01,updated_assignment_02
25,SYN-SIS-000025,Synthetic Student 025,9,high,MATH-GEOM,Geometry,regular,SEC-003,Geometry - Synthetic Section 03,TCH-001,Teacher 01,26.12,40.97,14.85,14.85,41.5953,growth_from_assignment_01,updated_assignment_02
29,SYN-SIS-000029,Synthetic Student 029,9,high,MATH-GEOM,Geometry,regular,SEC-008,Geometry - Synthetic Section 08,TCH-002,Teacher 02,51.95,62.6,10.65,10.65,59.869,growth_from_assignment_01,updated_assignment_02
32,SYN-SIS-000032,Synthetic Student 032,9,normal,MATH-GEOM,Geometry,regular,SEC-006,Geometry - Synthetic Section 06,TCH-002,Teacher 02,44.9,46.36,1.46,1.46,46.149,growth_from_assignment_01,updated_assignment_02
39,SYN-SIS-000039,Synthetic Student 039,9,normal,MATH-GEOM,Geometry,regular,SEC-007,Geometry - Synthetic Section 07,TCH-002,Teacher 02,0,0,,,,absent_no_update,pending_no_present_scores
54,SYN-SIS-000054,Synthetic Student 054,9,high,MATH-GEOM,Geometry,regular,SEC-007,Geometry - Synthetic Section 07,TCH-002,Teacher 02,31.26,31.22,-0.0400000000000027,-0.04,33.3583,growth_from_assignment_01,updated_assignment_02
58,SYN-SIS-000058,Synthetic Student 058,9,normal,MATH-GEOM,Geometry,regular,SEC-007,Geometry - Synthetic Section 07,TCH-002,Teacher 02,28.4,35.76,7.36,7.36,37.1938,growth_from_assignment_01,updated_assignment_02
62,SYN-SIS-000062,Synthetic Student 062,9,high,MATH-GEOM,Geometry,regular,SEC-003,Geometry - Synthetic Section 03,TCH-001,Teacher 01,32.75,38.08,5.33,5.33,39.1538,growth_from_assignment_01,updated_assignment_02
70,SYN-SIS-000070,Synthetic Student 070,9,normal,MATH-GEOM,Geometry,regular,SEC-008,Geometry - Synthetic Section 08,TCH-002,Teacher 02,29.14,35.82,6.68,6.68,37.2445,growth_from_assignment_01,updated_assignment_02
84,SYN-SIS-000084,Synthetic Student 084,9,normal,MATH-GEOM,Geometry,regular,SEC-004,Geometry - Synthetic Section 04,TCH-001,Teacher 01,54.01,56.32,2.31,2.31,54.5634,growth_from_assignment_01,updated_assignment_02
85,SYN-SIS-000085,Synthetic Student 085,9,normal,MATH-GEOM,Geometry,regular,SEC-007,Geometry - Synthetic Section 07,TCH-002,Teacher 02,33.23,37.2,3.97000000000001,3.97,38.4103,growth_from_assignment_01,updated_assignment_02
105,SYN-SIS-000105,Synthetic Student 105,9,high,MATH-GEOM,Geometry,regular,SEC-007,Geometry - Synthetic Section 07,TCH-002,Teacher 02,12.79,31.24,18.45,18.45,33.3752,growth_from_assignment_01,updated_assignment_02
111,SYN-SIS-000111,Synthetic Student 111,9,high,MATH-GEOM,Geometry,regular,SEC-003,Geometry - Synthetic Section 03,TCH-001,Teacher 01,18.02,30.79,12.77,12.77,32.995,growth_from_assignment_01,updated_assignment_02
114,SYN-SIS-000114,Synthetic Student 114,9,normal,MATH-GEOM,Geometry,regular,SEC-006,Geometry - Synthetic Section 06,TCH-002,Teacher 02,12.36,15.67,3.31,3.31,20.2212,growth_from_assignment_01,updated_assignment_02
116,SYN-SIS-000116,Synthetic Student 116,9,at_risk,MATH-GEOM,Geometry,regular,SEC-006,Geometry - Synthetic Section 06,TCH-002,Teacher 02,0,0,,,,absent_no_update,pending_no_present_scores
119,SYN-SIS-000119,Synthetic Student 119,9,normal,MATH-GEOM,Geometry,regular,SEC-005,Geometry - Synthetic Section 05,TCH-001,Teacher 01,43.97,47.7,3.73,3.73,47.281,growth_from_assignment_01,updated_assignment_02
126,SYN-SIS-000126,Synthetic Student 126,9,high,MATH-GEOM,Geometry,regular,SEC-005,Geometry - Synthetic Section 05,TCH-001,Teacher 01,21.55,31.12,9.57,9.57,33.2738,growth_from_assignment_01,updated_assignment_02
143,SYN-SIS-000143,Synthetic Student 143,9,high,MATH-GEOM,Geometry,regular,SEC-007,Geometry - Synthetic Section 07,TCH-002,Teacher 02,39.74,49.36,9.62,9.62,48.6834,growth_from_assignment_01,updated_assignment_02
146,SYN-SIS-000146,Synthetic Student 146,9,normal,MATH-GEOM,Geometry,regular,SEC-006,Geometry - Synthetic Section 06,TCH-002,Teacher 02,43.35,50.24,6.89,6.89,49.4269,growth_from_assignment_01,updated_assignment_02
149,SYN-SIS-000149,Synthetic Student 149,9,high,MATH-GEOM,Geometry,regular,SEC-003,Geometry - Synthetic Section 03,TCH-001,Teacher 01,40.78,45.51,4.73,4.73,45.4309,growth_from_assignment_01,updated_assignment_02
150,SYN-SIS-000150,Synthetic Student 150,9,normal,MATH-GEOM,Geometry,regular,SEC-005,Geometry - Synthetic Section 05,TCH-001,Teacher 01,79.51,75.58,-3.93000000000001,-3.93,70.8348,growth_from_assignment_01,updated_assignment_02
151,SYN-SIS-000151,Synthetic Student 151,9,high,MATH-GEOM,Geometry,regular,SEC-006,Geometry - Synthetic Section 06,TCH-002,Teacher 02,21.84,33.78,11.94,11.94,35.521,growth_from_assignment_01,updated_assignment_02
156,SYN-SIS-000156,Synthetic Student 156,9,high,MATH-GEOM,Geometry,regular,SEC-007,Geometry - Synthetic Section 07,TCH-002,Teacher 02,29.98,40.2,10.22,10.22,40.9448,growth_from_assignment_01,updated_assignment_02
157,SYN-SIS-000157,Synthetic Student 157,9,high,MATH-GEOM,Geometry,regular,SEC-005,Geometry - Synthetic Section 05,TCH-001,Teacher 01,66.49,75.79,9.30000000000001,9.3,71.0122,growth_from_assignment_01,updated_assignment_02
166,SYN-SIS-000166,Synthetic Student 166,9,high,MATH-GEOM,Geometry,regular,SEC-007,Geometry - Synthetic Section 07,TCH-002,Teacher 02,22.6,28.55,5.95,5.95,31.1026,growth_from_assignment_01,updated_assignment_02
167,SYN-SIS-000167,Synthetic Student 167,9,normal,MATH-GEOM,Geometry,regular,SEC-005,Geometry - Synthetic Section 05,TCH-001,Teacher 01,54.73,58.57,3.84,3.84,56.4643,growth_from_assignment_01,updated_assignment_02
170,SYN-SIS-000170,Synthetic Student 170,9,normal,MATH-GEOM,Geometry,regular,SEC-003,Geometry - Synthetic Section 03,TCH-001,Teacher 01,40.28,48.31,8.03,8.03,47.7964,growth_from_assignment_01,updated_assignment_02
178,SYN-SIS-000178,Synthetic Student 178,9,at_risk,MATH-GEOM,Geometry,regular,SEC-006,Geometry - Synthetic Section 06,TCH-002,Teacher 02,56.07,0,,,,absent_no_update,initialized_assignment_01
180,SYN-SIS-000180,Synthetic Student 180,9,normal,MATH-GEOM,Geometry,regular,SEC-007,Geometry - Synthetic Section 07,TCH-002,Teacher 02,38.68,44.17,5.49,5.49,44.2988,growth_from_assignment_01,updated_assignment_02
184,SYN-SIS-000184,Synthetic Student 184,9,normal,MATH-GEOM,Geometry,regular,SEC-003,Geometry - Synthetic Section 03,TCH-001,Teacher 01,33.62,40.5,6.88,6.88,41.1983,growth_from_assignment_01,updated_assignment_02
193,SYN-SIS-000193,Synthetic Student 193,9,normal,MATH-GEOM,Geometry,regular,SEC-008,Geometry - Synthetic Section 08,TCH-002,Teacher 02,21.99,30.74,8.75,8.75,32.9528,growth_from_assignment_01,updated_assignment_02
195,SYN-SIS-000195,Synthetic Student 195,9,normal,MATH-GEOM,Geometry,regular,SEC-004,Geometry - Synthetic Section 04,TCH-001,Teacher 01,49.29,53.17,3.88,3.88,51.9022,growth_from_assignment_01,updated_assignment_02
200,SYN-SIS-000200,Synthetic Student 200,9,high,MATH-GEOM,Geometry,regular,SEC-003,Geometry - Synthetic Section 03,TCH-001,Teacher 01,76.68,77.89,1.20999999999999,1.21,72.7864,growth_from_assignment_01,updated_assignment_02
206,SYN-SIS-000206,Synthetic Student 206,9,high,MATH-GEOM,Geometry,regular,SEC-005,Geometry - Synthetic Section 05,TCH-001,Teacher 01,70.85,72.42,1.57000000000001,1.57,68.1652,growth_from_assignment_01,updated_assignment_02
208,SYN-SIS-000208,Synthetic Student 208,9,at_risk,MATH-GEOM,Geometry,regular,SEC-004,Geometry - Synthetic Section 04,TCH-001,Teacher 01,0,65.03,,,61.9219,first_evidence_assignment_02,initialized_assignment_02
215,SYN-SIS-000215,Synthetic Student 215,9,high,MATH-GEOM,Geometry,regular,SEC-003,Geometry - Synthetic Section 03,TCH-001,Teacher 01,48,49.59,1.59,1.59,48.8778,growth_from_assignment_01,updated_assignment_02
216,SYN-SIS-000216,Synthetic Student 216,9,normal,MATH-GEOM,Geometry,regular,SEC-008,Geometry - Synthetic Section 08,TCH-002,Teacher 02,29.52,37.99,8.47,8.47,39.0778,growth_from_assignment_01,updated_assignment_02
219,SYN-SIS-000219,Synthetic Student 219,9,normal,MATH-GEOM,Geometry,regular,SEC-005,Geometry - Synthetic Section 05,TCH-001,Teacher 01,88.88,0,,,,absent_no_update,initialized_assignment_01
222,SYN-SIS-000222,Synthetic Student 222,9,at_risk,MATH-GEOM,Geometry,regular,SEC-007,Geometry - Synthetic Section 07,TCH-002,Teacher 02,0,65.94,,,62.6907,first_evidence_assignment_02,initialized_assignment_02
246,SYN-SIS-000246,Synthetic Student 246,9,normal,MATH-GEOM,Geometry,regular,SEC-006,Geometry - Synthetic Section 06,TCH-002,Teacher 02,85.53,82.93,-2.59999999999999,-2.6,77.0443,growth_from_assignment_01,updated_assignment_02
260,SYN-SIS-000260,Synthetic Student 260,9,normal,MATH-GEOM,Geometry,regular,SEC-003,Geometry - Synthetic Section 03,TCH-001,Teacher 01,27.39,38.9,11.51,11.51,39.8466,growth_from_assignment_01,updated_assignment_02
261,SYN-SIS-000261,Synthetic Student 261,9,at_risk,MATH-GEOM,Geometry,regular,SEC-004,Geometry - Synthetic Section 04,TCH-001,Teacher 01,78.01,0,,,,absent_no_update,initialized_assignment_01
265,SYN-SIS-000265,Synthetic Student 265,9,high,MATH-GEOM,Geometry,regular,SEC-004,Geometry - Synthetic Section 04,TCH-001,Teacher 01,36.27,48.07,11.8,11.8,47.5936,growth_from_assignment_01,updated_assignment_02
268,SYN-SIS-000268,Synthetic Student 268,9,normal,MATH-GEOM,Geometry,regular,SEC-004,Geometry - Synthetic Section 04,TCH-001,Teacher 01,35.1,0,,,,absent_no_update,initialized_assignment_01
270,SYN-SIS-000270,Synthetic Student 270,9,high,MATH-GEOM,Geometry,regular,SEC-004,Geometry - Synthetic Section 04,TCH-001,Teacher 01,7.28,25.15,17.87,17.87,28.2302,growth_from_assignment_01,updated_assignment_02
280,SYN-SIS-000280,Synthetic Student 280,9,high,MATH-GEOM,Geometry,regular,SEC-008,Geometry - Synthetic Section 08,TCH-002,Teacher 02,9.67,31.53,21.86,21.86,33.6202,growth_from_assignment_01,updated_assignment_02
283,SYN-SIS-000283,Synthetic Student 283,9,normal,MATH-GEOM,Geometry,regular,SEC-003,Geometry - Synthetic Section 03,TCH-001,Teacher 01,38.95,38.91,-0.0400000000000063,-0.04,39.855,growth_from_assignment_01,updated_assignment_02
