course_id,course_name,course_track,section_id,section_label,teacher_id,teacher_label,assignment_label,sequence_index,assessment_window,enrolled_students,present_students,nonparticipation_rate,avg_present_score,min_present_score,max_present_score
MATH-ALG1,Algebra 1,regular,Y00-SEC-001,Algebra 1 - Synthetic Section 01-01,TCH-001,Teacher 01,Assignment 01,1,beginning_of_year,11,10,0.0909,31.2,11.52,91.85
MATH-ALG1,Algebra 1,regular,Y00-SEC-001,Algebra 1 - Synthetic Section 01-01,TCH-001,Teacher 01,Assignment 02,2,end_of_year,11,11,0.0,43.29,21.55,94.94
MATH-ALG1,Algebra 1,regular,Y00-SEC-002,Algebra 1 - Synthetic Section 01-02,TCH-001,Teacher 01,Assignment 01,1,beginning_of_year,10,9,0.1,31.42,10.9,73.3
MATH-ALG1,Algebra 1,regular,Y00-SEC-002,Algebra 1 - Synthetic Section 01-02,TCH-001,Teacher 01,Assignment 02,2,end_of_year,10,10,0.0,40.25,15.75,74.41
MATH-ALG1,Algebra 1,regular,Y01-SEC-001,Algebra 1 - Synthetic Section 02-01,TCH-001,Teacher 01,Assignment 03,3,beginning_of_year,13,11,0.1538,35.93,4.91,61.4
MATH-ALG1,Algebra 1,regular,Y01-SEC-001,Algebra 1 - Synthetic Section 02-01,TCH-001,Teacher 01,Assignment 04,4,end_of_year,13,12,0.0769,44.12,13.74,63.66
MATH-ALG1,Algebra 1,regular,Y02-SEC-001,Algebra 1 - Synthetic Section 03-01,TCH-001,Teacher 01,Assignment 05,5,beginning_of_year,13,12,0.0769,34.42,12.62,65.0
MATH-ALG1,Algebra 1,regular,Y02-SEC-001,Algebra 1 - Synthetic Section 03-01,TCH-001,Teacher 01,Assignment 06,6,end_of_year,13,11,0.1538,40.89,18.5,78.15
MATH-ALG1,Algebra 1,regular,Y03-SEC-001,Algebra 1 - Synthetic Section 04-01,TCH-001,Teacher 01,Assignment 07,7,beginning_of_year,8,7,0.125,37.15,24.36,66.77
MATH-ALG1,Algebra 1,regular,Y03-SEC-001,Algebra 1 - Synthetic Section 04-01,TCH-001,Teacher 01,Assignment 08,8,end_of_year,8,8,0.0,45.81,32.74,72.62
MATH-ALG1,Algebra 1,regular,Y03-SEC-002,Algebra 1 - Synthetic Section 04-02,TCH-001,Teacher 01,Assignment 07,7,beginning_of_year,8,8,0.0,35.26,16.64,61.35
MATH-ALG1,Algebra 1,regular,Y03-SEC-002,Algebra 1 - Synthetic Section 04-02,TCH-001,Teacher 01,Assignment 08,8,end_of_year,8,7,0.125,42.61,20.09,69.39
MATH-ALG1,Algebra 1,regular,Y04-SEC-001,Algebra 1 - Synthetic Section 05-01,TCH-001,Teacher 01,Assignment 09,9,beginning_of_year,10,9,0.1,43.04,34.21,59.75
MATH-ALG1,Algebra 1,regular,Y04-SEC-001,Algebra 1 - Synthetic Section 05-01,TCH-001,Teacher 01,Assignment 10,10,end_of_year,10,10,0.0,48.46,30.22,64.35
MATH-ALG1,Algebra 1,regular,Y04-SEC-002,Algebra 1 - Synthetic Section 05-02,TCH-001,Teacher 01,Assignment 09,9,beginning_of_year,9,9,0.0,45.48,20.53,85.1
MATH-ALG1,Algebra 1,regular,Y04-SEC-002,Algebra 1 - Synthetic Section 05-02,TCH-001,Teacher 01,Assignment 10,10,end_of_year,9,8,0.1111,54.59,28.12,87.58
MATH-ALG1,Algebra 1,regular,Y05-SEC-001,Algebra 1 - Synthetic Section 06-01,TCH-001,Teacher 01,Assignment 11,11,beginning_of_year,13,11,0.1538,48.65,11.14,89.91
MATH-ALG1,Algebra 1,regular,Y05-SEC-001,Algebra 1 - Synthetic Section 06-01,TCH-001,Teacher 01,Assignment 12,12,end_of_year,13,12,0.0769,46.79,19.69,88.92
MATH-ALG1,Algebra 1,regular,Y06-SEC-001,Algebra 1 - Synthetic Section 07-01,TCH-001,Teacher 01,Assignment 13,13,beginning_of_year,13,13,0.0,42.09,5.31,79.02
MATH-ALG1,Algebra 1,regular,Y06-SEC-001,Algebra 1 - Synthetic Section 07-01,TCH-001,Teacher 01,Assignment 14,14,end_of_year,13,13,0.0,49.22,21.01,80.15
MATH-ALG2,Algebra 2,regular,Y00-SEC-009,Algebra 2 - Synthetic Section 01-09,TCH-002,Teacher 02,Assignment 01,1,beginning_of_year,12,11,0.0833,43.59,16.45,77.21
MATH-ALG2,Algebra 2,regular,Y00-SEC-009,Algebra 2 - Synthetic Section 01-09,TCH-002,Teacher 02,Assignment 02,2,end_of_year,12,10,0.1667,44.18,26.0,80.29
MATH-ALG2,Algebra 2,regular,Y00-SEC-010,Algebra 2 - Synthetic Section 01-10,TCH-002,Teacher 02,Assignment 01,1,beginning_of_year,12,11,0.0833,52.73,23.81,95.39
MATH-ALG2,Algebra 2,regular,Y00-SEC-010,Algebra 2 - Synthetic Section 01-10,TCH-002,Teacher 02,Assignment 02,2,end_of_year,12,11,0.0833,59.45,30.77,91.22
MATH-ALG2,Algebra 2,regular,Y00-SEC-011,Algebra 2 - Synthetic Section 01-11,TCH-003,Teacher 03,Assignment 01,1,beginning_of_year,11,10,0.0909,46.23,19.39,93.93
MATH-ALG2,Algebra 2,regular,Y00-SEC-011,Algebra 2 - Synthetic Section 01-11,TCH-003,Teacher 03,Assignment 02,2,end_of_year,11,11,0.0,52.18,25.07,99.28
MATH-ALG2,Algebra 2,regular,Y01-SEC-006,Algebra 2 - Synthetic Section 02-06,TCH-002,Teacher 02,Assignment 03,3,beginning_of_year,11,10,0.0909,30.74,11.2,49.17
MATH-ALG2,Algebra 2,regular,Y01-SEC-006,Algebra 2 - Synthetic Section 02-06,TCH-002,Teacher 02,Assignment 04,4,end_of_year,11,10,0.0909,40.63,23.16,55.4
MATH-ALG2,Algebra 2,regular,Y01-SEC-007,Algebra 2 - Synthetic Section 02-07,TCH-002,Teacher 02,Assignment 03,3,beginning_of_year,11,11,0.0,34.94,12.43,48.86
MATH-ALG2,Algebra 2,regular,Y01-SEC-007,Algebra 2 - Synthetic Section 02-07,TCH-002,Teacher 02,Assignment 04,4,end_of_year,11,11,0.0,42.31,20.57,58.58
MATH-ALG2,Algebra 2,regular,Y01-SEC-008,Algebra 2 - Synthetic Section 02-08,TCH-002,Teacher 02,Assignment 03,3,beginning_of_year,11,10,0.0909,32.94,10.06,54.0
MATH-ALG2,Algebra 2,regular,Y01-SEC-008,Algebra 2 - Synthetic Section 02-08,TCH-002,Teacher 02,Assignment 04,4,end_of_year,11,11,0.0,40.34,18.33,60.71
MATH-ALG2,Algebra 2,regular,Y01-SEC-009,Algebra 2 - Synthetic Section 02-09,TCH-002,Teacher 02,Assignment 03,3,beginning_of_year,10,8,0.2,34.61,8.95,53.75
MATH-ALG2,Algebra 2,regular,Y01-SEC-009,Algebra 2 - Synthetic Section 02-09,TCH-002,Teacher 02,Assignment 04,4,end_of_year,10,10,0.0,42.68,21.55,63.45
MATH-ALG2,Algebra 2,regular,Y02-SEC-006,Algebra 2 - Synthetic Section 03-06,TCH-002,Teacher 02,Assignment 05,5,beginning_of_year,13,11,0.1538,35.2,18.08,49.18
MATH-ALG2,Algebra 2,regular,Y02-SEC-006,Algebra 2 - Synthetic Section 03-06,TCH-002,Teacher 02,Assignment 06,6,end_of_year,13,12,0.0769,41.09,26.18,53.55
MATH-ALG2,Algebra 2,regular,Y02-SEC-007,Algebra 2 - Synthetic Section 03-07,TCH-002,Teacher 02,Assignment 05,5,beginning_of_year,13,12,0.0769,34.73,9.77,53.45
MATH-ALG2,Algebra 2,regular,Y02-SEC-007,Algebra 2 - Synthetic Section 03-07,TCH-002,Teacher 02,Assignment 06,6,end_of_year,13,13,0.0,42.01,23.53,58.26
MATH-ALG2,Algebra 2,regular,Y02-SEC-008,Algebra 2 - Synthetic Section 03-08,TCH-002,Teacher 02,Assignment 05,5,beginning_of_year,13,13,0.0,33.54,19.54,56.93
MATH-ALG2,Algebra 2,regular,Y02-SEC-008,Algebra 2 - Synthetic Section 03-08,TCH-002,Teacher 02,Assignment 06,6,end_of_year,13,13,0.0,37.58,22.3,57.37
MATH-ALG2,Algebra 2,regular,Y03-SEC-007,Algebra 2 - Synthetic Section 04-07,TCH-002,Teacher 02,Assignment 07,7,beginning_of_year,12,11,0.0833,32.1,16.18,48.08
MATH-ALG2,Algebra 2,regular,Y03-SEC-007,Algebra 2 - Synthetic Section 04-07,TCH-002,Teacher 02,Assignment 08,8,end_of_year,12,11,0.0833,40.03,25.34,53.92
MATH-ALG2,Algebra 2,regular,Y03-SEC-008,Algebra 2 - Synthetic Section 04-08,TCH-002,Teacher 02,Assignment 07,7,beginning_of_year,11,10,0.0909,34.14,14.71,52.57
MATH-ALG2,Algebra 2,regular,Y03-SEC-008,Algebra 2 - Synthetic Section 04-08,TCH-002,Teacher 02,Assignment 08,8,end_of_year,11,10,0.0909,42.36,19.92,60.34
MATH-ALG2,Algebra 2,regular,Y03-SEC-009,Algebra 2 - Synthetic Section 04-09,TCH-002,Teacher 02,Assignment 07,7,beginning_of_year,11,11,0.0,41.59,14.88,56.29
MATH-ALG2,Algebra 2,regular,Y03-SEC-009,Algebra 2 - Synthetic Section 04-09,TCH-002,Teacher 02,Assignment 08,8,end_of_year,11,11,0.0,46.81,22.97,69.29
MATH-ALG2,Algebra 2,regular,Y04-SEC-008,Algebra 2 - Synthetic Section 05-08,TCH-002,Teacher 02,Assignment 09,9,beginning_of_year,13,13,0.0,38.34,21.39,56.38
MATH-ALG2,Algebra 2,regular,Y04-SEC-008,Algebra 2 - Synthetic Section 05-08,TCH-002,Teacher 02,Assignment 10,10,end_of_year,13,12,0.0769,42.98,27.64,55.0
MATH-ALG2,Algebra 2,regular,Y04-SEC-009,Algebra 2 - Synthetic Section 05-09,TCH-002,Teacher 02,Assignment 09,9,beginning_of_year,13,11,0.1538,35.54,16.28,52.79
MATH-ALG2,Algebra 2,regular,Y04-SEC-009,Algebra 2 - Synthetic Section 05-09,TCH-002,Teacher 02,Assignment 10,10,end_of_year,13,13,0.0,42.11,27.09,60.55
MATH-ALG2,Algebra 2,regular,Y04-SEC-010,Algebra 2 - Synthetic Section 05-10,TCH-002,Teacher 02,Assignment 09,9,beginning_of_year,13,11,0.1538,37.87,8.39,59.41
MATH-ALG2,Algebra 2,regular,Y04-SEC-010,Algebra 2 - Synthetic Section 05-10,TCH-002,Teacher 02,Assignment 10,10,end_of_year,13,13,0.0,44.74,19.7,59.21
MATH-ALG2,Algebra 2,regular,Y05-SEC-006,Algebra 2 - Synthetic Section 06-06,TCH-002,Teacher 02,Assignment 11,11,beginning_of_year,12,12,0.0,43.74,25.78,55.18
MATH-ALG2,Algebra 2,regular,Y05-SEC-006,Algebra 2 - Synthetic Section 06-06,TCH-002,Teacher 02,Assignment 12,12,end_of_year,12,9,0.25,52.83,36.38,59.43
MATH-ALG2,Algebra 2,regular,Y05-SEC-007,Algebra 2 - Synthetic Section 06-07,TCH-002,Teacher 02,Assignment 11,11,beginning_of_year,11,8,0.2727,33.08,18.38,49.68
MATH-ALG2,Algebra 2,regular,Y05-SEC-007,Algebra 2 - Synthetic Section 06-07,TCH-002,Teacher 02,Assignment 12,12,end_of_year,11,11,0.0,44.97,31.37,61.17
MATH-ALG2,Algebra 2,regular,Y05-SEC-008,Algebra 2 - Synthetic Section 06-08,TCH-002,Teacher 02,Assignment 11,11,beginning_of_year,11,11,0.0,34.95,22.02,41.64
MATH-ALG2,Algebra 2,regular,Y05-SEC-008,Algebra 2 - Synthetic Section 06-08,TCH-002,Teacher 02,Assignment 12,12,end_of_year,11,11,0.0,44.02,34.81,53.88
MATH-ALG2,Algebra 2,regular,Y05-SEC-009,Algebra 2 - Synthetic Section 06-09,TCH-002,Teacher 02,Assignment 11,11,beginning_of_year,11,10,0.0909,33.81,8.62,56.91
MATH-ALG2,Algebra 2,regular,Y05-SEC-009,Algebra 2 - Synthetic Section 06-09,TCH-002,Teacher 02,Assignment 12,12,end_of_year,11,9,0.1818,35.51,15.37,57.2
MATH-ALG2,Algebra 2,regular,Y06-SEC-006,Algebra 2 - Synthetic Section 07-06,TCH-002,Teacher 02,Assignment 13,13,beginning_of_year,12,12,0.0,39.3,15.97,53.12
MATH-ALG2,Algebra 2,regular,Y06-SEC-006,Algebra 2 - Synthetic Section 07-06,TCH-002,Teacher 02,Assignment 14,14,end_of_year,12,11,0.0833,48.63,29.22,62.81
MATH-ALG2,Algebra 2,regular,Y06-SEC-007,Algebra 2 - Synthetic Section 07-07,TCH-002,Teacher 02,Assignment 13,13,beginning_of_year,12,12,0.0,38.64,21.08,49.51
MATH-ALG2,Algebra 2,regular,Y06-SEC-007,Algebra 2 - Synthetic Section 07-07,TCH-002,Teacher 02,Assignment 14,14,end_of_year,12,12,0.0,44.42,27.77,56.42
MATH-ALG2,Algebra 2,regular,Y06-SEC-008,Algebra 2 - Synthetic Section 07-08,TCH-002,Teacher 02,Assignment 13,13,beginning_of_year,12,11,0.0833,36.62,17.39,49.57
MATH-ALG2,Algebra 2,regular,Y06-SEC-008,Algebra 2 - Synthetic Section 07-08,TCH-002,Teacher 02,Assignment 14,14,end_of_year,12,10,0.1667,43.51,15.31,57.97
MATH-ALG2-H,Honors Algebra 2,honors,Y00-SEC-012,Honors Algebra 2 - Synthetic Section 01-12,TCH-003,Teacher 03,Assignment 01,1,beginning_of_year,11,11,0.0,62.77,35.67,90.68
MATH-ALG2-H,Honors Algebra 2,honors,Y00-SEC-012,Honors Algebra 2 - Synthetic Section 01-12,TCH-003,Teacher 03,Assignment 02,2,end_of_year,11,9,0.1818,72.07,40.78,98.19
MATH-ALG2-H,Honors Algebra 2,honors,Y00-SEC-013,Honors Algebra 2 - Synthetic Section 01-13,TCH-003,Teacher 03,Assignment 01,1,beginning_of_year,11,11,0.0,50.21,24.61,69.54
MATH-ALG2-H,Honors Algebra 2,honors,Y00-SEC-013,Honors Algebra 2 - Synthetic Section 01-13,TCH-003,Teacher 03,Assignment 02,2,end_of_year,11,11,0.0,54.21,31.77,72.3
MATH-ALG2-H,Honors Algebra 2,honors,Y00-SEC-014,Honors Algebra 2 - Synthetic Section 01-14,TCH-003,Teacher 03,Assignment 01,1,beginning_of_year,11,10,0.0909,41.85,10.69,73.41
MATH-ALG2-H,Honors Algebra 2,honors,Y00-SEC-014,Honors Algebra 2 - Synthetic Section 01-14,TCH-003,Teacher 03,Assignment 02,2,end_of_year,11,10,0.0909,47.94,17.96,76.85
MATH-ALG2-H,Honors Algebra 2,honors,Y00-SEC-015,Honors Algebra 2 - Synthetic Section 01-15,TCH-003,Teacher 03,Assignment 01,1,beginning_of_year,10,10,0.0,49.51,11.89,81.41
MATH-ALG2-H,Honors Algebra 2,honors,Y00-SEC-015,Honors Algebra 2 - Synthetic Section 01-15,TCH-003,Teacher 03,Assignment 02,2,end_of_year,10,10,0.0,56.43,25.9,81.33
MATH-ALG2-H,Honors Algebra 2,honors,Y01-SEC-010,Honors Algebra 2 - Synthetic Section 02-10,TCH-003,Teacher 03,Assignment 03,3,beginning_of_year,14,12,0.1429,68.05,3.75,94.05
MATH-ALG2-H,Honors Algebra 2,honors,Y01-SEC-010,Honors Algebra 2 - Synthetic Section 02-10,TCH-003,Teacher 03,Assignment 04,4,end_of_year,14,12,0.1429,67.38,15.28,99.57
MATH-ALG2-H,Honors Algebra 2,honors,Y01-SEC-011,Honors Algebra 2 - Synthetic Section 02-11,TCH-003,Teacher 03,Assignment 03,3,beginning_of_year,13,13,0.0,70.08,44.75,95.77
MATH-ALG2-H,Honors Algebra 2,honors,Y01-SEC-011,Honors Algebra 2 - Synthetic Section 02-11,TCH-003,Teacher 03,Assignment 04,4,end_of_year,13,12,0.0769,75.39,54.94,100.0
MATH-ALG2-H,Honors Algebra 2,honors,Y01-SEC-012,Honors Algebra 2 - Synthetic Section 02-12,TCH-003,Teacher 03,Assignment 03,3,beginning_of_year,13,12,0.0769,59.04,24.67,82.09
MATH-ALG2-H,Honors Algebra 2,honors,Y01-SEC-012,Honors Algebra 2 - Synthetic Section 02-12,TCH-003,Teacher 03,Assignment 04,4,end_of_year,13,12,0.0769,66.08,34.67,86.36
MATH-ALG2-H,Honors Algebra 2,honors,Y02-SEC-009,Honors Algebra 2 - Synthetic Section 03-09,TCH-003,Teacher 03,Assignment 05,5,beginning_of_year,14,14,0.0,56.79,13.93,83.13
MATH-ALG2-H,Honors Algebra 2,honors,Y02-SEC-009,Honors Algebra 2 - Synthetic Section 03-09,TCH-003,Teacher 03,Assignment 06,6,end_of_year,14,14,0.0,61.57,23.19,88.05
MATH-ALG2-H,Honors Algebra 2,honors,Y02-SEC-010,Honors Algebra 2 - Synthetic Section 03-10,TCH-003,Teacher 03,Assignment 05,5,beginning_of_year,13,10,0.2308,57.34,28.22,93.85
MATH-ALG2-H,Honors Algebra 2,honors,Y02-SEC-010,Honors Algebra 2 - Synthetic Section 03-10,TCH-003,Teacher 03,Assignment 06,6,end_of_year,13,12,0.0769,60.54,32.03,99.31
MATH-ALG2-H,Honors Algebra 2,honors,Y03-SEC-010,Honors Algebra 2 - Synthetic Section 04-10,TCH-003,Teacher 03,Assignment 07,7,beginning_of_year,10,9,0.1,55.07,32.07,84.9
MATH-ALG2-H,Honors Algebra 2,honors,Y03-SEC-010,Honors Algebra 2 - Synthetic Section 04-10,TCH-003,Teacher 03,Assignment 08,8,end_of_year,10,10,0.0,60.67,35.89,89.45
MATH-ALG2-H,Honors Algebra 2,honors,Y03-SEC-011,Honors Algebra 2 - Synthetic Section 04-11,TCH-003,Teacher 03,Assignment 07,7,beginning_of_year,10,8,0.2,57.16,26.62,82.1
MATH-ALG2-H,Honors Algebra 2,honors,Y03-SEC-011,Honors Algebra 2 - Synthetic Section 04-11,TCH-003,Teacher 03,Assignment 08,8,end_of_year,10,8,0.2,57.28,25.96,92.57
MATH-ALG2-H,Honors Algebra 2,honors,Y03-SEC-012,Honors Algebra 2 - Synthetic Section 04-12,TCH-003,Teacher 03,Assignment 07,7,beginning_of_year,9,8,0.1111,53.49,31.57,78.45
MATH-ALG2-H,Honors Algebra 2,honors,Y03-SEC-012,Honors Algebra 2 - Synthetic Section 04-12,TCH-003,Teacher 03,Assignment 08,8,end_of_year,9,8,0.1111,62.17,36.73,84.45
MATH-ALG2-H,Honors Algebra 2,honors,Y04-SEC-011,Honors Algebra 2 - Synthetic Section 05-11,TCH-003,Teacher 03,Assignment 09,9,beginning_of_year,12,12,0.0,54.5,16.27,79.52
MATH-ALG2-H,Honors Algebra 2,honors,Y04-SEC-011,Honors Algebra 2 - Synthetic Section 05-11,TCH-003,Teacher 03,Assignment 10,10,end_of_year,12,12,0.0,61.72,20.69,90.86
MATH-ALG2-H,Honors Algebra 2,honors,Y04-SEC-012,Honors Algebra 2 - Synthetic Section 05-12,TCH-003,Teacher 03,Assignment 09,9,beginning_of_year,11,9,0.1818,55.06,21.08,84.78
MATH-ALG2-H,Honors Algebra 2,honors,Y04-SEC-012,Honors Algebra 2 - Synthetic Section 05-12,TCH-003,Teacher 03,Assignment 10,10,end_of_year,11,10,0.0909,59.5,33.08,90.09
MATH-ALG2-H,Honors Algebra 2,honors,Y04-SEC-013,Honors Algebra 2 - Synthetic Section 05-13,TCH-003,Teacher 03,Assignment 09,9,beginning_of_year,11,10,0.0909,53.97,28.48,76.19
MATH-ALG2-H,Honors Algebra 2,honors,Y04-SEC-013,Honors Algebra 2 - Synthetic Section 05-13,TCH-003,Teacher 03,Assignment 10,10,end_of_year,11,10,0.0909,59.87,36.29,83.5
MATH-ALG2-H,Honors Algebra 2,honors,Y05-SEC-010,Honors Algebra 2 - Synthetic Section 06-10,TCH-003,Teacher 03,Assignment 11,11,beginning_of_year,11,11,0.0,63.56,15.76,89.35
MATH-ALG2-H,Honors Algebra 2,honors,Y05-SEC-010,Honors Algebra 2 - Synthetic Section 06-10,TCH-003,Teacher 03,Assignment 12,12,end_of_year,11,7,0.3636,68.88,25.65,98.49
MATH-ALG2-H,Honors Algebra 2,honors,Y05-SEC-011,Honors Algebra 2 - Synthetic Section 06-11,TCH-003,Teacher 03,Assignment 11,11,beginning_of_year,11,9,0.1818,54.34,35.87,70.58
MATH-ALG2-H,Honors Algebra 2,honors,Y05-SEC-011,Honors Algebra 2 - Synthetic Section 06-11,TCH-003,Teacher 03,Assignment 12,12,end_of_year,11,11,0.0,63.4,40.81,78.38
MATH-ALG2-H,Honors Algebra 2,honors,Y05-SEC-012,Honors Algebra 2 - Synthetic Section 06-12,TCH-003,Teacher 03,Assignment 11,11,beginning_of_year,10,8,0.2,63.73,41.06,78.91
MATH-ALG2-H,Honors Algebra 2,honors,Y05-SEC-012,Honors Algebra 2 - Synthetic Section 06-12,TCH-003,Teacher 03,Assignment 12,12,end_of_year,10,9,0.1,74.92,50.79,90.44
MATH-ALG2-H,Honors Algebra 2,honors,Y06-SEC-009,Honors Algebra 2 - Synthetic Section 07-09,TCH-003,Teacher 03,Assignment 13,13,beginning_of_year,14,14,0.0,65.05,29.29,87.05
MATH-ALG2-H,Honors Algebra 2,honors,Y06-SEC-009,Honors Algebra 2 - Synthetic Section 07-09,TCH-003,Teacher 03,Assignment 14,14,end_of_year,14,14,0.0,70.62,31.93,97.31
MATH-ALG2-H,Honors Algebra 2,honors,Y06-SEC-010,Honors Algebra 2 - Synthetic Section 07-10,TCH-003,Teacher 03,Assignment 13,13,beginning_of_year,14,12,0.1429,63.05,44.02,82.9
MATH-ALG2-H,Honors Algebra 2,honors,Y06-SEC-010,Honors Algebra 2 - Synthetic Section 07-10,TCH-003,Teacher 03,Assignment 14,14,end_of_year,14,14,0.0,66.4,21.34,90.52
MATH-AP-CALC-AB,AP Calculus AB,ap,Y00-SEC-021,AP Calculus AB - Synthetic Section 01-21,TCH-005,Teacher 05,Assignment 01,1,beginning_of_year,13,11,0.1538,58.9,20.8,100.0
MATH-AP-CALC-AB,AP Calculus AB,ap,Y00-SEC-021,AP Calculus AB - Synthetic Section 01-21,TCH-005,Teacher 05,Assignment 02,2,end_of_year,13,10,0.2308,66.46,28.04,96.28
MATH-AP-CALC-AB,AP Calculus AB,ap,Y00-SEC-022,AP Calculus AB - Synthetic Section 01-22,TCH-005,Teacher 05,Assignment 01,1,beginning_of_year,12,12,0.0,51.06,29.63,70.23
MATH-AP-CALC-AB,AP Calculus AB,ap,Y00-SEC-022,AP Calculus AB - Synthetic Section 01-22,TCH-005,Teacher 05,Assignment 02,2,end_of_year,12,12,0.0,57.59,40.98,81.2
MATH-AP-CALC-AB,AP Calculus AB,ap,Y00-SEC-023,AP Calculus AB - Synthetic Section 01-23,TCH-005,Teacher 05,Assignment 01,1,beginning_of_year,12,11,0.0833,57.49,30.43,80.12
MATH-AP-CALC-AB,AP Calculus AB,ap,Y00-SEC-023,AP Calculus AB - Synthetic Section 01-23,TCH-005,Teacher 05,Assignment 02,2,end_of_year,12,12,0.0,61.52,34.57,88.05
MATH-AP-CALC-AB,AP Calculus AB,ap,Y00-SEC-024,AP Calculus AB - Synthetic Section 01-24,TCH-005,Teacher 05,Assignment 01,1,beginning_of_year,12,11,0.0833,55.69,9.23,90.07
MATH-AP-CALC-AB,AP Calculus AB,ap,Y00-SEC-024,AP Calculus AB - Synthetic Section 01-24,TCH-005,Teacher 05,Assignment 02,2,end_of_year,12,10,0.1667,61.7,17.64,95.17
MATH-AP-CALC-AB,AP Calculus AB,ap,Y01-SEC-020,AP Calculus AB - Synthetic Section 02-20,TCH-005,Teacher 05,Assignment 03,3,beginning_of_year,14,14,0.0,51.82,18.02,83.16
MATH-AP-CALC-AB,AP Calculus AB,ap,Y01-SEC-020,AP Calculus AB - Synthetic Section 02-20,TCH-005,Teacher 05,Assignment 04,4,end_of_year,14,14,0.0,57.63,24.4,90.34
